timestamp,kwh
2024-01-11 06:00:00,204.901
2024-01-11 07:00:00,272.505
2024-01-11 08:00:00,363.9
2024-01-11 09:00:00,358.361
2024-01-11 10:00:00,298.501
2024-01-11 11:00:00,444.252
2024-01-11 12:00:00,371.402
2024-01-11 13:00:00,333.374
2024-01-11 14:00:00,345.794
2024-01-11 15:00:00,359.73
2024-01-11 16:00:00,257.92
2024-01-11 17:00:00,297.324
2024-01-11 18:00:00,254.126
2024-01-11 19:00:00,183.302
2024-01-11 20:00:00,165.342
2024-01-11 21:00:00,122.958
2024-01-11 22:00:00,94.54
2024-01-11 23:00:00,105.774
2024-01-12 00:00:00,95.234
2024-01-12 01:00:00,116.341
2024-01-12 02:00:00,102.853
2024-01-12 03:00:00,136.808
2024-01-12 04:00:00,181.797
2024-01-12 05:00:00,170.106
2024-01-12 06:00:00,229.321
2024-01-12 07:00:00,302.131
2024-01-12 08:00:00,284.161
2024-01-12 09:00:00,327.812
2024-01-12 10:00:00,381.33
2024-01-12 11:00:00,370.545
2024-01-12 12:00:00,448.145
2024-01-12 13:00:00,439.819
2024-01-12 14:00:00,419.296
2024-01-12 15:00:00,336.45
2024-01-12 16:00:00,277.207
2024-01-12 17:00:00,296.824
2024-01-12 18:00:00,236.411
2024-01-12 19:00:00,206.085
2024-01-12 20:00:00,180.679
2024-01-12 21:00:00,164.798
2024-01-12 22:00:00,131.346
2024-01-12 23:00:00,86.915
2024-01-13 00:00:00,113.231
2024-01-13 01:00:00,109.587
2024-01-13 02:00:00,108.483
2024-01-13 03:00:00,153.03
2024-01-13 04:00:00,168.678
2024-01-13 05:00:00,210.627
2024-01-13 06:00:00,250.399
2024-01-13 07:00:00,242.004
2024-01-13 08:00:00,298.959
2024-01-13 09:00:00,337.763
2024-01-13 10:00:00,304.447
2024-01-13 11:00:00,418.881
2024-01-13 12:00:00,362.469
2024-01-13 13:00:00,380.913
2024-01-13 14:00:00,436.175
2024-01-13 15:00:00,397.7
2024-01-13 16:00:00,287.708
2024-01-13 17:00:00,269.987
2024-01-13 18:00:00,250.341
2024-01-13 19:00:00,174.312
2024-01-13 20:00:00,190.57
2024-01-13 21:00:00,130.258
2024-01-13 22:00:00,98.951
2024-01-13 23:00:00,110.821
2024-01-14 00:00:00,97.943
2024-01-14 01:00:00,82.98
2024-01-14 02:00:00,119.865
2024-01-14 03:00:00,154.948
2024-01-14 04:00:00,138.423
2024-01-14 05:00:00,218.568
2024-01-14 06:00:00,219.079
2024-01-14 07:00:00,273.925
2024-01-14 08:00:00,262.277
2024-01-14 09:00:00,351.143
2024-01-14 10:00:00,434.81
2024-01-14 11:00:00,354.456
2024-01-14 12:00:00,321.457
2024-01-14 13:00:00,438.027
2024-01-14 14:00:00,436.106
2024-01-14 15:00:00,345.436
2024-01-14 16:00:00,368.133
2024-01-14 17:00:00,327.169
2024-01-14 18:00:00,266.239
2024-01-14 19:00:00,232.856
2024-01-14 20:00:00,147.349
2024-01-14 21:00:00,159.507
2024-01-14 22:00:00,112.983
2024-01-14 23:00:00,93.607
2024-01-15 00:00:00,99.772
2024-01-15 01:00:00,116.973
2024-01-15 02:00:00,113.803
2024-01-15 03:00:00,116.469
2024-01-15 04:00:00,155.886
2024-01-15 05:00:00,187.95
2024-01-15 06:00:00,262.591
2024-01-15 07:00:00,332.392
2024-01-15 08:00:00,322.775
2024-01-15 09:00:00,312.508
2024-01-15 10:00:00,399.937
2024-01-15 11:00:00,330.297
2024-01-15 12:00:00,321.16
2024-01-15 13:00:00,407.389
2024-01-15 14:00:00,351.501
2024-01-15 15:00:00,339.853
2024-01-15 16:00:00,262.506
2024-01-15 17:00:00,278.92
2024-01-15 18:00:00,253.74
2024-01-15 19:00:00,245.29
2024-01-15 20:00:00,137.771
2024-01-15 21:00:00,141.076
2024-01-15 22:00:00,116.31
2024-01-15 23:00:00,107.461
2024-01-16 00:00:00,111.117
2024-01-16 01:00:00,102.258
2024-01-16 02:00:00,120.323
2024-01-16 03:00:00,140.281
2024-01-16 04:00:00,190.588
