timestamp,kwh
2024-01-11 02:00:00,74.392
2024-01-11 03:00:00,73.925
2024-01-11 04:00:00,100.745
2024-01-11 05:00:00,146.439
2024-01-11 06:00:00,132.07
2024-01-11 07:00:00,169.836
2024-01-11 08:00:00,248.859
2024-01-11 09:00:00,271.106
2024-01-11 10:00:00,241.614
2024-01-11 11:00:00,276.831
2024-01-11 12:00:00,269.853
2024-01-11 13:00:00,249.509
2024-01-11 14:00:00,278.142
2024-01-11 15:00:00,198.229
2024-01-11 16:00:00,235.56
2024-01-11 17:00:00,151.138
2024-01-11 18:00:00,183.668
2024-01-11 19:00:00,144.812
2024-01-11 20:00:00,109.686
2024-01-11 21:00:00,98.538
2024-01-11 22:00:00,75.719
2024-01-11 23:00:00,74.88
2024-01-12 00:00:00,54.158
2024-01-12 01:00:00,67.558
2024-01-12 02:00:00,88.371
2024-01-12 03:00:00,107.979
2024-01-12 04:00:00,99.57
2024-01-12 05:00:00,121.864
2024-01-12 06:00:00,186.042
2024-01-12 07:00:00,173.597
2024-01-12 08:00:00,171.302
2024-01-12 09:00:00,247.717
2024-01-12 10:00:00,235.049
2024-01-12 11:00:00,276.794
2024-01-12 12:00:00,253.907
2024-01-12 13:00:00,253.038
2024-01-12 14:00:00,235.355
2024-01-12 15:00:00,208.993
2024-01-12 16:00:00,241.58
2024-01-12 17:00:00,197.523
2024-01-12 18:00:00,178.663
2024-01-12 19:00:00,156.704
2024-01-12 20:00:00,100.909
2024-01-12 21:00:00,107.694
2024-01-12 22:00:00,88.097
2024-01-12 23:00:00,67.502
2024-01-13 00:00:00,65.804
2024-01-13 01:00:00,56.966
2024-01-13 02:00:00,85.005
2024-01-13 03:00:00,80.157
2024-01-13 04:00:00,113.629
2024-01-13 05:00:00,115.073
2024-01-13 06:00:00,132.799
2024-01-13 07:00:00,193.1
2024-01-13 08:00:00,207.475
2024-01-13 09:00:00,1106.493
2024-01-13 10:00:00,271.696
2024-01-13 11:00:00,301.825
2024-01-13 12:00:00,213.623
2024-01-13 13:00:00,266.259
2024-01-13 14:00:00,250.875
2024-01-13 15:00:00,241.855
2024-01-13 16:00:00,211.804
2024-01-13 17:00:00,189.277
2024-01-13 18:00:00,183.771
2024-01-13 19:00:00,132.691
2024-01-13 20:00:00,113.68
2024-01-13 21:00:00,99.253
2024-01-13 22:00:00,64.305
2024-01-13 23:00:00,65.505
2024-01-14 00:00:00,53.868
2024-01-14 01:00:00,57.583
2024-01-14 02:00:00,61.616
2024-01-14 03:00:00,81.502
2024-01-14 04:00:00,99.404
2024-01-14 05:00:00,136.167
2024-01-14 06:00:00,164.657
2024-01-14 07:00:00,209.008
2024-01-14 08:00:00,207.101
2024-01-14 09:00:00,263.827
2024-01-14 10:00:00,233.165
2024-01-14 11:00:00,277.734
2024-01-14 12:00:00,261.663
2024-01-14 13:00:00,265.511
2024-01-14 14:00:00,221.028
2024-01-14 15:00:00,268.037
2024-01-14 16:00:00,230.665
2024-01-14 17:00:00,158.801
2024-01-14 18:00:00,162.558
2024-01-14 19:00:00,162.118
2024-01-14 20:00:00,91.889
2024-01-14 21:00:00,84.937
2024-01-14 22:00:00,84.349
2024-01-14 23:00:00,54.931
2024-01-15 00:00:00,70.385
2024-01-15 01:00:00,69.316
2024-01-15 02:00:00,84.069
2024-01-15 03:00:00,94.085
2024-01-15 04:00:00,131.817
2024-01-15 05:00:00,126.976
2024-01-15 06:00:00,164.93
2024-01-15 07:00:00,151.783
2024-01-15 08:00:00,212.658
2024-01-15 09:00:00,220.755
2024-01-15 10:00:00,290.418
2024-01-15 11:00:00,298.073
2024-01-15 12:00:00,219.178
2024-01-15 13:00:00,206.596
2024-01-15 14:00:00,206.453
2024-01-15 15:00:00,200.075
2024-01-15 16:00:00,227.043
2024-01-15 17:00:00,188.286
2024-01-15 18:00:00,162.397
2024-01-15 19:00:00,133.369
2024-01-15 20:00:00,89.99
2024-01-15 21:00:00,88.244
2024-01-15 22:00:00,92.293
2024-01-15 23:00:00,75.965
2024-01-16 00:00:00,65.931
2024-01-16 01:00:00,59.162
2024-01-16 02:00:00,89.878
2024-01-16 03:00:00,89.412
2024-01-16 04:00:00,117.463
